id	P1	P1r	P1n	P1nh	P2	P6	P33	P36	P45	P46	P52	P53	P54	P55
SERBP1	116	558	269	200	57	61	59	9	42	24	20	6	11	10
SERBP1	116	558	269	200	57	61	59	9	42	24	20	6	11	10
GADD45A	81	288	139	108	39	79	340	15	83	54	40	6	4	15
GADD45A	81	288	139	108	39	79	340	15	83	54	40	6	4	15
GADD45A	81	288	139	108	39	79	340	15	83	54	40	6	4	15
GNG12	11	164	16	7	6	3	9	1	0	0	2	4	0	6
GNG12-AS1	2	53	8	8	2	2	3	0	7	1	2	13	3	4
DIRAS3	0	0	0	2	0	0	1	0	0	1	0	0	0	0
WLS	255	738	481	423	136	18	8	3	23	9	83	34	52	54
WLS	200	589	378	321	90	11	7	1	11	2	52	24	34	39
WLS	200	589	378	321	90	11	7	1	11	2	52	24	34	39
MIR1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPE65	0	0	0	0	0	0	1	0	0	0	0	2	1	0
DEPDC1	0	177	0	0	0	0	0	0	0	0	3	1	0	0
DEPDC1	0	177	0	0	0	0	0	0	0	0	3	1	0	0
DEPDC1-AS1	0	34	0	0	0	1	0	0	1	0	2	0	0	0
LRRC7	0	45	7	3	1	0	0	1	2	1	7	4	2	4
PIN1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC40	80	298	105	54	26	38	41	13	98	34	37	26	43	55
SRSF11	243	779	461	425	126	116	214	21	316	89	140	95	135	181
SRSF11	243	779	461	425	126	116	214	21	316	89	140	95	135	181
ANKRD13C	191	729	397	346	101	88	79	7	64	46	42	26	43	36
HHLA3	38	175	55	47	14	17	30	3	13	12	4	2	1	4
HHLA3	38	175	55	47	14	17	30	3	13	12	4	2	1	4
HHLA3	38	175	55	47	14	17	30	3	13	12	4	2	1	4
HHLA3	38	175	55	47	14	17	30	3	13	12	4	2	1	4
CTH	40	271	48	55	9	48	159	13	125	38	41	12	9	14
CTH	40	271	48	55	9	48	159	13	125	38	41	12	9	14
CTH	40	271	48	55	9	48	159	13	125	38	41	12	9	14
LOC101927244	0	172	0	0	0	0	0	0	1	0	2	6	2	4
PTGER3	2	205	18	17	2	3	4	0	8	4	4	5	7	1
PTGER3	2	205	18	17	2	3	4	0	8	4	4	5	7	1
PTGER3	2	205	18	17	2	3	4	0	8	4	4	5	7	1
PTGER3	2	205	18	17	2	3	4	0	8	4	4	5	7	1
PTGER3	2	205	18	17	2	3	4	0	8	4	4	5	7	1
PTGER3	2	205	18	17	2	3	4	0	8	4	4	5	7	1
PTGER3	1	180	14	15	2	3	4	0	8	4	1	3	6	1
PTGER3	1	180	14	15	2	3	4	0	8	4	1	3	6	1
PTGER3	1	168	12	14	2	3	4	0	8	4	1	3	6	1
PTGER3	1	123	8	9	1	3	4	0	7	4	1	2	6	1
ZRANB2-AS1	0	11	2	1	0	0	0	0	0	0	1	1	1	0
ZRANB2	105	394	249	157	54	48	100	12	154	55	40	30	37	63
ZRANB2	105	394	249	157	54	48	100	12	154	55	40	30	37	63
MIR186	0	0	1	1	1	0	0	0	0	0	0	0	0	0
ZRANB2-AS2	51	145	83	75	36	5	0	0	2	1	2	7	7	6
NEGR1	15	18	22	15	3	7	9	0	7	6	21	29	31	23
NEGR1-IT1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
LINC01360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01360	0	0	0	0	0	0	0	0	0	0	1	3	0	1
LRRIQ3	27	141	50	54	26	1	4	0	4	0	1	6	1	7
LRRIQ3	27	141	50	54	26	1	4	0	4	0	1	6	1	7
FPGT	119	286	172	133	52	1	2	0	3	0	8	2	2	2
FPGT	119	286	172	133	52	1	2	0	3	0	8	2	2	2
FPGT	119	286	172	133	52	1	2	0	3	0	8	2	2	2
FPGT-TNNI3K	149	379	233	163	66	12	3	0	5	2	17	7	4	7
FPGT-TNNI3K	149	383	235	163	66	12	3	0	5	2	18	10	5	8
TNNI3K	10	43	10	5	1	0	1	0	2	1	2	5	3	5
ERICH3	0	1	2	2	0	0	0	0	0	0	3	2	0	0
ERICH3-AS1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ERICH3-AS1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CRYZ	34	116	56	46	6	7	3	2	14	4	2	1	0	2
CRYZ	34	116	56	46	6	7	3	2	14	4	2	1	0	2
CRYZ	34	116	56	46	6	7	3	2	14	4	2	1	0	2
CRYZ	34	116	56	46	6	7	3	2	14	4	2	1	0	2
TYW3	36	189	85	84	25	5	10	1	11	3	6	4	5	13
TYW3	36	189	85	84	25	5	10	1	11	3	6	4	5	13
TYW3	36	188	84	84	25	5	10	1	11	3	6	4	5	13
LHX8	2	2	0	2	0	0	0	0	0	0	0	0	1	0
LHX8	2	2	0	2	0	0	0	0	0	0	0	0	1	0
SLC44A5	2	52	5	4	0	8	7	2	6	1	7	22	4	4
SLC44A5	2	52	5	4	0	8	7	2	6	1	7	22	4	4
SLC44A5	2	52	5	4	0	8	7	2	6	1	7	22	4	4
SLC44A5	2	52	5	4	0	8	5	2	7	2	7	22	4	4
SLC44A5	2	51	5	4	0	8	3	2	6	1	7	22	4	4
ACADM	141	341	229	182	67	22	4	1	12	3	15	6	11	8
ACADM	141	341	229	182	67	22	4	1	12	3	15	6	11	8
ACADM	141	341	229	182	67	22	4	1	12	3	15	6	11	8
ACADM	141	341	229	182	67	22	4	1	12	3	15	6	11	8
ACADM	141	341	229	182	67	22	4	1	12	3	15	6	11	8
DLSTP1	1	6	0	1	0	0	0	0	1	0	0	0	0	0
RABGGTB	105	472	176	122	49	24	13	2	12	7	9	6	0	10
RABGGTB	105	472	176	122	49	24	13	2	12	7	9	6	0	10
SNORD45C	0	17	7	0	5	1	1	0	2	4	2	0	0	0
SNORD45A	1	17	1	0	5	0	0	0	1	0	4	5	0	6
SNORD45B	0	18	1	0	1	3	0	0	1	0	0	0	0	0
MSH4	41	203	144	94	24	55	12	3	31	6	14	14	13	8
ASB17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927342	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ST6GALNAC3	143	377	336	276	53	53	20	3	22	13	60	62	60	156
ST6GALNAC3	162	401	362	303	61	55	21	3	23	16	65	65	61	162
ST6GALNAC5	0	17	3	3	2	3	0	0	1	2	1	6	10	2
ST6GALNAC5	0	17	3	3	2	3	0	0	1	2	1	6	10	2
ST6GALNAC5	0	17	3	3	2	3	0	0	1	2	1	6	10	2
MIR7156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGK	92	316	195	127	41	24	6	1	13	11	20	22	12	13
AK5	79	350	198	114	39	23	1	0	9	3	32	18	8	26
AK5	62	310	160	92	29	23	1	0	9	3	32	17	8	25
ZZZ3	212	752	422	321	97	108	39	4	72	27	61	30	58	71
ZZZ3	253	890	514	401	115	127	75	6	83	38	64	32	59	82
USP33	231	691	509	404	127	103	39	9	61	16	40	33	51	85
USP33	231	691	509	404	127	103	39	9	61	16	40	33	51	85
USP33	191	569	400	337	115	82	36	8	50	13	27	23	30	67
MIGA1	117	340	309	191	48	79	18	6	46	25	40	25	46	34
MIGA1	117	340	309	191	48	79	18	6	46	25	40	25	46	34
NEXN-AS1	0	15	0	0	0	0	0	0	0	0	2	1	0	0
NEXN	7	47	24	13	9	17	14	1	16	6	6	2	3	10
NEXN	7	47	24	13	9	17	14	1	16	6	6	2	3	10
FUBP1	159	555	362	232	96	120	210	25	233	118	135	73	154	222
FUBP1	155	535	339	219	95	113	206	24	221	116	133	72	154	222
FUBP1	155	535	339	219	95	113	206	24	221	116	133	72	154	222
DNAJB4	146	458	228	142	85	81	346	26	263	85	83	55	75	82
DNAJB4	146	458	228	142	85	81	346	26	263	85	83	55	75	82
DNAJB4	146	458	228	142	85	81	346	26	263	85	83	55	75	82
DNAJB4	72	249	139	85	49	37	161	13	151	42	40	26	46	53
DNAJB4	47	120	47	36	22	23	125	11	137	32	34	24	42	50
DNAJB4	47	120	47	36	22	23	125	11	137	32	34	24	42	50
GIPC2	5	8	9	1	1	0	2	0	0	1	1	9	2	0
GIPC2	5	8	9	1	1	0	2	0	0	1	1	9	2	0
MGC27382	2	4	7	3	2	6	3	3	2	1	1	3	9	5
PTGFR	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PTGFR	0	0	0	2	2	0	0	0	0	0	0	0	0	0
IFI44L	8	21	15	15	145	0	0	0	0	0	1	3	0	2
IFI44	24	32	36	32	143	6	19	2	15	14	5	3	4	8
IFI44	24	32	36	32	143	6	19	2	15	14	5	3	4	8
IFI44	24	32	36	32	143	6	19	2	15	14	5	3	4	8
ADGRL4	2	1	1	0	0	0	0	0	1	0	3	3	1	0
LOC101927412	1	5	0	7	5	0	0	0	1	0	1	3	1	3
LOC101927412	1	5	0	7	5	0	0	0	1	0	1	3	1	3
LOC101927412	0	3	0	4	2	0	0	0	0	0	0	0	0	0
LOC101927434	6	7	3	3	1	1	1	0	0	0	2	3	1	0
ADGRL2	6	200	7	5	0	0	3	0	3	2	9	7	4	4
ADGRL2	4	200	3	4	0	0	0	0	1	1	2	5	1	3
ADGRL2	4	200	3	4	0	0	0	0	1	1	2	5	1	3
ADGRL2	4	200	3	4	0	0	0	0	1	1	2	5	1	3
LINC01361	1	1	0	0	0	0	0	0	2	0	0	0	0	0
LINC01361	1	1	0	0	0	0	0	0	2	0	0	0	0	0
LOC101927587	27	59	59	39	6	13	9	0	5	1	6	5	12	10
LOC101927560	4	15	18	18	2	8	1	0	2	1	4	0	1	2
TTLL7	12	109	26	14	3	1	2	0	0	0	3	2	3	0
PRKACB	155	423	340	248	93	37	10	1	18	5	8	14	22	14
PRKACB	210	530	470	332	127	61	13	1	28	11	32	24	40	32
PRKACB	147	319	308	224	85	26	7	1	13	4	7	9	21	10
PRKACB	202	426	438	308	119	50	10	1	23	10	31	19	39	28
PRKACB	56	126	161	106	31	18	4	1	7	1	7	7	20	4
PRKACB	111	233	291	190	65	42	7	1	17	7	31	17	38	22
PRKACB	111	233	291	190	65	42	7	1	17	7	31	17	38	22
PRKACB	111	233	291	190	65	42	7	1	17	7	31	17	38	22
PRKACB	56	123	159	106	29	18	4	1	7	1	7	7	20	4
PRKACB	111	230	289	190	63	42	7	1	17	7	31	17	38	22
PRKACB	111	230	289	190	63	42	7	1	17	7	31	17	38	22
PRKACB	88	176	218	138	51	38	6	1	11	6	27	14	36	21
SAMD13	45	129	55	48	14	2	1	0	5	1	8	2	3	7
SAMD13	8	25	10	9	6	2	1	0	5	1	2	1	2	1
SAMD13	7	21	7	8	5	2	1	0	5	1	2	1	2	1
UOX	2	0	0	1	0	0	0	0	0	0	0	0	0	0
DNASE2B	0	1	1	0	1	0	1	0	0	0	1	0	1	1
DNASE2B	0	1	1	0	1	0	0	0	0	0	1	0	0	0
RPF1	163	433	280	242	76	41	12	5	40	6	39	23	18	42
GNG5	117	310	220	188	76	42	83	4	60	24	34	23	25	56
SPATA1	49	159	87	61	24	23	38	3	25	10	19	8	8	16
CTBS	315	990	733	577	221	70	67	8	75	53	60	43	57	106
LINC01461	2	41	3	6	0	0	2	0	2	0	0	2	1	3
LINC01555	0	2	3	3	1	0	1	0	5	1	1	1	8	1
SSX2IP	47	233	117	69	28	21	34	6	34	13	8	5	4	11
SSX2IP	47	233	117	69	28	21	34	6	34	13	8	5	4	11
SSX2IP	48	236	117	70	28	21	34	6	34	13	8	5	4	11
SSX2IP	48	236	117	70	28	21	34	6	34	13	8	5	4	11
SSX2IP	48	236	117	70	28	21	34	6	34	13	8	5	4	11
LPAR3	1	132	8	5	3	10	6	0	4	1	1	4	0	1
MCOLN2	20	170	54	31	16	17	19	2	31	10	7	12	12	16
MCOLN3	1	35	7	5	1	0	0	1	7	1	0	0	0	0
MCOLN3	1	35	7	5	1	0	0	1	7	1	0	0	0	0
WDR63	2	29	3	5	0	5	3	0	6	1	0	1	1	1
WDR63	2	29	3	5	0	5	3	0	6	1	0	1	1	1
MIR4423	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SYDE2	55	257	88	71	16	34	58	3	22	11	5	7	11	21
C1orf52	231	727	378	313	119	40	47	3	32	15	46	39	69	87
C1orf52	231	727	378	313	119	40	47	3	32	15	46	39	69	87
BCL10	237	706	459	386	95	69	114	9	54	35	73	33	47	76
BCL10	237	706	459	386	95	69	114	9	54	35	73	33	47	76
LOC646626	65	185	126	82	57	58	192	18	94	44	27	20	4	50
DDAH1	1	155	2	3	0	1	0	0	1	0	2	6	2	4
DDAH1	3	217	4	3	0	1	0	0	6	2	3	8	4	4
CYR61	1	81	1	0	0	0	2	0	0	0	1	1	6	0
ZNHIT6	68	244	129	88	37	19	7	1	6	1	10	5	6	2
ZNHIT6	68	244	129	88	37	19	7	1	6	1	10	5	6	2
COL24A1	4	77	9	14	3	4	0	1	4	2	5	14	6	11
ODF2L	107	249	168	106	53	23	8	2	23	4	11	6	8	15
ODF2L	107	249	168	106	53	23	8	2	23	4	11	6	8	15
ODF2L	104	237	166	101	50	23	8	2	23	4	11	6	8	15
ODF2L	104	237	166	101	50	23	8	2	23	4	11	6	8	15
MIR7856	2	1	0	0	0	0	1	0	0	0	0	0	0	0
CLCA2	0	0	0	1	0	0	1	0	0	0	0	0	0	1
CLCA1	0	0	1	0	0	2	0	0	0	0	0	1	0	1
CLCA4	0	0	0	2	0	0	0	0	0	0	1	1	1	0
CLCA4	0	0	0	2	0	0	0	0	0	0	1	1	1	0
LOC105378828	183	482	273	227	73	25	38	1	20	11	10	6	9	9
CLCA3P	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC105378828	180	464	266	220	73	18	35	1	17	10	5	5	0	3
SH3GLB1	332	882	742	585	202	104	70	16	110	41	54	39	79	95
SH3GLB1	332	882	742	585	202	104	70	16	110	41	54	39	79	95
SH3GLB1	332	882	742	585	202	104	70	16	110	41	54	39	79	95
SH3GLB1	332	882	742	585	202	104	70	16	110	41	54	39	79	95
SEP15	124	427	290	175	76	45	15	5	21	21	17	19	12	15
SEP15	124	427	290	175	76	45	15	5	21	21	17	19	12	15
HS2ST1	121	488	258	163	70	47	50	6	49	13	35	24	25	60
HS2ST1	124	511	274	174	72	54	53	11	56	14	35	24	25	60
LINC01140	8	18	4	4	1	2	0	0	0	0	0	0	0	0
LINC01140	8	25	15	9	2	3	1	0	7	1	1	1	0	0
LINC01140	8	17	1	2	1	2	0	0	0	0	0	0	0	0
LINC01140	8	17	1	2	1	2	0	0	0	0	0	0	0	0
LINC01140	8	17	1	2	1	2	0	0	0	0	0	0	0	0
LOC101927844	0	0	0	1	2	0	0	0	0	0	1	1	0	0
LMO4	277	674	480	443	178	129	233	16	121	60	69	35	59	68
LINC01364	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PKN2-AS1	76	255	128	72	33	11	13	0	18	2	27	12	31	7
PKN2	1032	2640	2134	1603	569	260	189	20	162	82	228	144	271	292
PKN2	1032	2640	2134	1603	569	260	189	20	162	82	228	144	271	292
PKN2	1032	2640	2134	1603	569	260	189	20	162	82	228	144	271	292
PKN2	1032	2640	2134	1603	569	260	189	20	162	82	228	144	271	292
GTF2B	332	897	636	536	191	140	442	37	274	147	161	96	114	258
KYAT3	187	608	461	326	97	76	118	14	97	49	60	26	31	39
KYAT3	187	608	461	326	97	76	118	14	97	49	60	26	31	39
RBMXL1	101	333	247	181	66	55	110	14	90	46	33	14	12	18
RBMXL1	101	333	247	181	66	55	110	14	90	46	33	14	12	18
GBP3	50	84	58	43	30	18	7	2	27	9	7	3	6	9
GBP3	50	84	58	43	30	18	7	2	27	9	7	3	6	9
GBP3	50	84	58	43	30	18	7	2	27	9	7	3	6	9
GBP3	50	84	58	43	30	18	7	2	27	9	7	3	6	9
GBP3	48	76	51	40	30	17	7	1	24	6	7	3	6	8
GBP1	22	66	58	31	45	8	4	1	15	3	9	2	0	0
GBP2	248	597	579	443	242	30	53	2	23	12	25	16	24	20
GBP7	0	1	0	1	0	0	0	0	0	0	0	2	0	2
GBP4	54	117	93	78	46	15	34	2	24	7	0	0	0	0
GBP5	153	311	253	162	127	55	114	6	92	35	36	14	10	23
GBP5	153	311	253	162	127	55	114	6	92	35	36	14	10	23
LOC729930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBP6	0	3	2	5	0	0	1	0	0	0	0	1	0	0
GBP6	0	3	2	5	0	0	1	0	0	0	0	1	0	0
GBP1P1	0	1	5	1	0	0	0	0	0	0	0	2	1	0
LRRC8B	76	359	172	136	59	63	63	3	68	39	33	14	23	28
LRRC8B	22	134	53	29	17	20	3	1	23	3	13	4	12	8
FLJ27354	13	55	37	22	6	14	18	1	15	4	1	3	7	4
LRRC8C	239	593	679	400	151	164	105	12	119	28	118	59	97	100
LRRC8D	233	928	573	411	146	124	89	11	52	26	65	32	49	72
LRRC8D	174	761	479	339	107	111	51	6	25	16	46	26	40	57
GEMIN8P4	1	9	1	2	1	0	4	0	0	0	1	0	0	0
ZNF326	106	350	155	159	43	69	167	11	77	41	54	36	26	72
ZNF326	151	516	250	212	60	87	183	14	113	57	74	49	41	107
ZNF326	151	516	250	212	60	87	183	14	113	57	74	49	41	107
ZNF326	151	516	250	212	60	87	183	14	113	57	74	49	41	107
BARHL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378853	0	63	1	1	0	2	1	0	0	1	0	5	1	1
LOC105378853	0	176	3	2	0	3	6	1	3	2	0	5	1	1
ZNF644	153	544	449	287	92	167	234	34	397	163	160	94	160	120
ZNF644	203	708	561	376	121	198	326	41	465	201	197	109	172	140
ZNF644	203	708	561	376	121	198	326	41	465	201	197	109	172	140
HFM1	1	38	11	4	4	0	1	0	1	1	8	9	4	1
CDC7	60	259	93	57	21	6	2	0	3	1	6	8	0	0
CDC7	60	259	93	57	21	6	2	0	3	1	6	8	0	0
CDC7	18	129	48	28	12	6	0	0	3	1	6	8	0	0
TGFBR3	198	545	519	267	96	148	143	20	306	59	64	52	83	73
TGFBR3	198	545	519	267	96	148	143	20	306	59	64	52	83	73
TGFBR3	198	545	519	267	96	148	143	20	306	59	64	52	83	73
TGFBR3	198	545	520	267	98	148	143	20	306	60	64	52	84	73
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
BRDT	1	1	1	1	2	0	1	0	1	1	6	4	1	0
EPHX4	11	37	15	17	2	2	1	1	6	0	2	2	1	1
SETSIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD8	71	206	139	91	29	7	16	1	13	1	19	9	11	10
KIAA1107	3	8	9	4	6	0	0	0	0	0	0	1	1	5
C1orf146	3	1	1	2	0	0	0	0	0	0	4	4	0	1
GLMN	86	346	183	114	53	28	21	2	32	13	6	1	2	1
GLMN	86	346	183	114	53	28	21	2	32	13	6	1	2	1
GLMN	86	346	183	114	53	28	21	2	32	13	6	1	2	1
RPAP2	121	440	262	206	62	36	19	1	22	15	32	30	50	47
GFI1	20	49	34	18	3	19	31	3	13	10	13	4	0	0
GFI1	47	132	81	58	12	29	45	5	25	16	19	6	6	3
GFI1	53	166	91	70	16	31	50	6	28	17	19	7	6	5
EVI5	258	869	633	483	98	141	50	7	56	42	112	71	125	172
EVI5	258	869	633	483	98	141	50	7	56	42	112	71	125	172
RPL5	127	463	254	186	58	50	81	8	58	46	38	13	13	26
FAM69A	115	263	268	167	73	115	196	17	96	61	126	182	75	95
SNORD21	1	24	28	31	7	0	2	0	1	2	0	2	0	3
SNORA66	1	21	0	0	0	1	0	0	1	1	7	1	2	6
FAM69A	17	40	54	31	10	23	1	0	5	1	26	10	8	12
FAM69A	108	251	244	149	66	110	192	16	93	55	47	24	33	28
FAM69A	108	251	244	149	66	110	192	16	93	55	47	24	33	28
FAM69A	108	251	244	149	66	110	192	16	93	55	47	24	33	28
MTF2	222	626	364	281	104	61	35	3	40	30	21	14	29	9
MTF2	222	626	364	281	104	61	35	3	40	30	21	14	29	9
MTF2	222	626	364	281	104	61	35	3	40	30	21	14	29	9
MTF2	222	626	364	281	104	61	35	3	40	30	21	14	29	9
TMED5	138	422	254	163	57	91	171	27	174	90	142	102	136	307
TMED5	138	422	254	163	57	91	171	27	174	90	142	102	136	307
TMED5	138	422	254	163	57	91	171	27	174	90	142	102	136	307
CCDC18	61	322	155	74	22	89	285	12	153	74	56	35	53	59
CCDC18	61	322	155	74	22	89	285	12	153	74	56	35	53	59
CCDC18-AS1	149	447	324	225	76	33	51	8	64	18	14	10	15	20
DR1	109	325	234	166	46	24	35	3	28	11	19	7	12	17
FNBP1L	36	203	79	58	8	21	5	0	8	5	8	7	6	2
FNBP1L	36	203	79	58	8	21	5	0	8	5	8	7	6	2
FNBP1L	36	203	79	58	8	21	5	0	8	5	8	7	6	2
BCAR3	2	18	6	5	1	6	0	0	0	5	4	1	0	0
BCAR3	4	28	12	11	3	6	1	0	0	5	4	2	1	4
BCAR3	10	61	25	33	4	13	11	0	1	5	9	10	1	7
BCAR3	11	79	27	36	9	17	15	0	1	5	12	11	1	8
BCAR3	144	460	231	205	55	59	57	6	33	25	55	25	10	17
LOC100129046	1	4	1	0	3	0	0	0	0	0	3	1	1	0
MIR760	67	145	114	103	31	26	64	5	17	11	6	2	0	2
DNTTIP2	120	323	161	173	48	68	94	9	94	60	69	49	22	89
GCLM	29	118	86	75	8	12	13	4	15	11	4	4	4	9
GCLM	29	118	86	75	8	12	13	4	15	11	4	4	4	9
ABCA4	3	11	11	7	2	2	2	0	0	2	1	3	1	1
ARHGAP29	4	14	7	3	4	0	0	0	0	0	4	7	0	3
ARHGAP29	4	14	7	3	4	0	0	0	0	0	4	7	0	3
ARHGAP29	4	14	7	3	4	0	0	0	0	0	4	7	0	3
ARHGAP29	4	16	8	3	4	1	7	2	1	1	5	7	0	3
ARHGAP29	4	16	8	3	4	1	7	2	1	1	5	7	0	3
ABCD3	55	199	114	87	15	28	22	3	21	3	10	19	9	15
ABCD3	69	272	168	123	23	39	23	4	26	9	13	23	18	25
F3	0	82	2	7	0	2	6	0	1	0	4	1	5	0
F3	0	82	2	7	0	2	6	0	1	0	4	1	5	0
LINC01057	0	83	4	6	7	7	22	2	11	8	10	16	9	11
MIR378G	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC44A3	4	37	11	7	4	0	1	1	2	1	5	4	2	1
SLC44A3	4	37	11	7	4	0	1	1	2	1	5	4	2	1
SLC44A3	4	37	11	7	4	0	1	1	2	1	5	4	2	1
SLC44A3	4	37	11	7	4	0	1	1	2	1	5	4	2	1
SLC44A3	4	37	11	7	4	0	1	1	2	1	5	4	2	1
SLC44A3	4	21	6	7	2	0	1	1	2	1	5	4	2	1
SLC44A3	4	21	6	7	2	0	1	1	2	1	5	4	2	1
CNN3	1	53	2	5	4	0	7	0	0	0	1	1	2	2
CNN3	31	299	44	28	9	0	7	0	2	0	5	2	2	4
CNN3	31	299	44	28	9	0	7	0	2	0	5	2	2	4
LOC729970	26	83	27	23	8	0	0	0	0	0	5	7	8	3
ALG14	48	159	88	61	40	6	5	0	6	3	4	2	7	1
ALG14	48	159	88	61	40	6	5	0	6	3	4	2	7	1
ALG14	48	159	88	61	40	6	5	0	6	3	4	2	7	1
LOC101928098	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TMEM56	8	100	11	10	5	0	3	0	1	0	5	4	2	7
TMEM56	7	93	10	9	1	0	3	0	0	0	5	3	1	7
TMEM56-RWDD3	192	469	294	243	75	39	85	7	88	24	41	20	32	51
LOC101928118	19	52	30	30	12	2	2	1	7	1	8	5	1	2
LOC101928118	19	52	30	30	12	2	2	1	7	1	8	5	1	2
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
RWDD3	186	424	284	239	76	40	82	7	88	24	31	16	27	43
LOC100996630	0	0	0	2	0	0	0	1	0	0	0	0	0	0
FLJ31662	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996635	1	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC100996635	1	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC102723661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928241	2	1	1	1	1	0	0	0	2	0	2	3	0	2
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	119	675	347	196	51	76	27	9	59	18	26	22	80	44
PTBP2	79	599	286	154	41	71	22	9	53	16	25	20	68	42
DPYD	1201	2940	3534	2505	791	718	201	48	479	197	555	389	607	1019
DPYD-AS1	2	5	1	2	2	1	1	1	4	1	1	3	1	1
DPYD	418	1029	1214	825	291	212	58	13	80	50	149	97	162	256
DPYD-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR137HG	2	1	0	0	1	0	0	0	0	0	0	1	0	0
MIR2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729987	1	3	1	0	1	0	0	0	0	0	1	2	1	0
SNX7	0	87	1	0	2	5	3	1	2	2	1	14	1	2
SNX7	0	87	1	0	2	5	3	1	2	2	1	14	1	2
SNX7	0	87	1	0	2	5	3	1	2	2	1	14	1	2
PLPPR5	0	19	1	0	0	0	0	0	0	1	2	0	0	1
PLPPR5	0	19	1	0	0	0	0	0	0	1	2	0	0	1
LOC100129620	1	9	2	1	1	1	1	0	0	3	4	6	3	2
PLPPR4	2	9	2	1	0	0	0	0	0	0	1	0	0	0
PLPPR4	2	9	2	1	0	0	0	0	0	0	1	0	0	0
LOC101928270	0	1	1	0	0	0	0	0	0	1	0	1	0	0
MIR548N	19	45	27	29	0	22	4	1	3	6	8	3	9	5
PALMD	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FRRS1	28	43	41	42	6	15	12	1	14	5	6	10	11	9
AGL	110	464	242	231	83	30	12	1	12	2	7	5	6	20
AGL	38	201	80	78	25	23	7	1	2	1	7	4	6	17
AGL	38	201	80	78	25	23	7	1	2	1	7	4	6	17
AGL	38	201	80	78	25	23	7	1	2	1	7	4	6	17
AGL	33	191	78	74	25	23	4	1	2	1	7	4	6	17
AGL	25	163	73	57	24	21	4	1	1	1	7	3	6	14
SLC35A3	87	351	227	154	46	30	19	1	19	4	15	12	22	12
SLC35A3	87	351	227	154	46	30	19	1	19	4	15	12	22	12
SLC35A3	39	160	92	52	17	23	9	0	10	2	13	10	22	7
MFSD14A	174	558	393	293	94	157	142	15	130	69	117	55	44	98
SASS6	19	160	57	36	10	6	9	0	17	8	6	7	8	9
SASS6	19	160	57	36	10	6	9	0	17	8	6	7	8	9
TRMT13	50	175	118	73	22	10	9	2	7	0	5	1	6	9
TRMT13	50	175	118	73	22	10	9	2	7	0	5	1	6	9
